Club Name,Date Of Birth,Kickoff Time,League Name,Nationality,Player Name,Position,Position Index,Season,Was Home,Year,Age,Assists,Bonus,Bps,Clean Sheets,Creativity,Element,F1,Fixture,Goals Conceded,Goals Scored,GW,Ict Index,Influence,Minutes,Opponent Team,Own Goals,Penalties Missed,Penalties Saved,Red Cards,Round,Saves,Selected,Team A Score,Team H Score,Threat,Total Points,Transfers Balance,Transfers In,Transfers Out,Value,Yellow Cards
Brighton & Hove Albion,6/15/1991,7/20/2020 5:00:00 PM,Premier League,Germany,Pascal Groß,Attacking Midfield,4,2019/2020,True,2019,28,0,0,1,0,36,49,17438,363,0,0,46,4.8,0.2,57,13,0,0,0,0,46,0,34320,0,0,12,0,237,529,292,62,1
AFC Bournemouth,3/22/1997,7/9/2020 5:00:00 PM,Premier League,Wales,Harry Wilson,Right Winger,4,2019/2020,True,2019,22,0,0,-4,0,0.1,505,15625,333,0,0,43,5.7,6.2,24,17,0,0,0,0,43,0,118469,0,0,51,0,-3031,404,3435,57,1
Sheffield United,3/22/1992,12/5/2019 7:30:00 PM,Premier League,England,Luke Freeman,Attacking Midfield,4,2019/2020,True,2019,27,0,0,0,0,15.3,441,6405,145,0,0,15,1.9,3.6,15,13,0,0,0,0,15,0,4956,2,0,0,0,-36,84,120,52,1
Burnley FC,11/22/1999,11/30/2019 3:00:00 PM,Premier League,England,Dwight McNeil,Left Winger,4,2019/2020,True,2019,19,0,0,8,0,33.9,97,5811,131,2,0,14,8.6,16.2,90,7,0,0,0,0,14,0,84354,2,0,36,1,2881,12805,9924,60,1
Burnley FC,11/22/1999,12/28/2019 7:45:00 PM,Premier League,England,Dwight McNeil,Left Winger,4,2019/2020,True,2019,19,0,0,4,0,11.6,97,8544,193,2,0,20,2.5,7.4,90,12,0,0,0,0,20,0,47910,2,0,6,1,-2868,1498,4366,60,1
Leicester City,11/23/1996,12/26/2019 8:00:00 PM,Premier League,England,James Maddison,Attacking Midfield,4,2019/2020,True,2019,22,0,0,-1,0,1.7,171,8337,186,3,0,19,0.5,0.8,75,10,0,0,0,0,19,0,1912889,4,0,2,1,-62565,55589,118154,78,1
Norwich City,2/9/1991,7/11/2020 11:30:00 AM,Premier League,Germany,Marco Stiepermann,Attacking Midfield,4,2019/2020,True,2019,28,0,0,5,0,23.2,285,16290,346,3,0,44,5.2,8.8,68,19,0,0,0,0,44,0,4989,4,0,20,1,9,33,24,50,1
Southampton FC,6/15/1998,1/1/2020 3:00:00 PM,Premier League,Mali,Moussa Djenepo,Left Winger,4,2019/2020,True,2019,21,0,0,-3,0,0.7,438,8906,208,0,0,21,2.1,8.2,57,17,0,0,0,0,21,0,6192,0,1,12,0,-49,377,426,52,1
Southampton FC,3/30/1992,8/31/2019 11:30:00 AM,Premier League,Scotland,Stuart Armstrong,Attacking Midfield,4,2019/2020,True,2019,27,0,0,-3,0,0.3,323,1653,39,0,0,4,0.3,0.2,19,12,0,0,0,0,4,0,8158,1,1,2,0,-917,144,1061,54,1
Manchester United,1/1/1996,9/30/2019 7:00:00 PM,Premier League,Brazil,Andreas Pereira,Attacking Midfield,4,2019/2020,True,2019,23,0,0,2,0,22.3,246,2582,67,1,0,7,7.2,1.6,73,1,0,0,0,0,7,0,34482,1,1,48,1,-3946,1137,5083,50,1
Manchester United,12/15/1992,9/30/2019 7:00:00 PM,Premier League,England,Jesse Lingard,Attacking Midfield,4,2019/2020,True,2019,26,0,0,0,0,13.5,241,2767,67,1,0,7,1.5,0,73,1,0,0,0,0,7,0,65683,1,1,2,1,-2780,2975,5755,64,1
Norwich City,2/9/1991,1/1/2020 5:30:00 PM,Premier League,Germany,Marco Stiepermann,Attacking Midfield,4,2019/2020,True,2019,28,0,0,-2,0,0,285,8947,207,1,0,21,0,0,7,7,0,0,0,0,21,0,5086,1,1,0,0,-47,53,100,51,1
Manchester United,10/31/1997,7/22/2020 5:00:00 PM,Premier League,England,Marcus Rashford,Left Winger,4,2019/2020,True,2019,21,0,0,1,0,11,233,17360,365,1,0,46,2.9,4.8,84,19,0,0,0,0,46,0,1476950,1,1,13,1,59348,75979,16631,89,1
Everton FC,3/16/1989,11/3/2019 4:30:00 PM,Premier League,England,Theo Walcott,Right Winger,4,2019/2020,True,2019,30,0,0,4,0,14.3,153,4741,106,1,0,11,2.6,5.2,67,17,0,0,0,0,11,0,31457,1,1,6,1,-160,1197,1357,62,1
West Ham United,10/23/1989,10/5/2019 4:30:00 PM,Premier League,Ukraine,Andriy Yarmolenko,Right Winger,4,2019/2020,True,2019,29,0,0,10,0,18.6,392,3025,80,1,0,8,2.6,5.4,77,7,0,0,0,0,8,0,412689,2,1,2,1,299400,309371,9971,60,1
Manchester City,6/28/1991,12/7/2019 5:30:00 PM,Premier League,Belgium,Kevin De Bruyne,Attacking Midfield,4,2019/2020,True,2019,28,0,0,19,0,80.3,215,6629,155,2,0,16,15.8,28.8,90,12,0,0,0,0,16,0,2925544,2,1,49,1,-29654,66817,96471,103,1
Aston Villa,9/10/1995,6/21/2020 3:15:00 PM,Premier League,England,Jack Grealish,Left Winger,4,2019/2020,True,2019,23,0,0,4,0,15.3,29,13504,291,2,0,39,1.8,2.8,90,6,0,0,0,0,39,0,2035690,2,1,0,1,493444,646955,153511,64,1
Aston Villa,5/3/1995,11/2/2019 3:00:00 PM,Premier League,Netherlands,Anwar El Ghazi,Right Winger,4,2019/2020,True,2019,24,0,0,15,0,26.2,30,4368,102,2,0,11,6.6,23,90,10,0,0,0,0,11,0,108827,2,1,17,1,-15358,9683,25041,55,1
West Ham United,9/7/1987,12/9/2019 8:00:00 PM,Premier League,Scotland,Robert Snodgrass,Right Winger,4,2019/2020,True,2019,31,0,0,9,0,18.4,393,6681,160,3,0,16,5,7.2,77,1,0,0,0,0,16,0,24585,3,1,24,1,-4175,280,4455,52,1
Aston Villa,5/3/1995,12/21/2019 3:00:00 PM,Premier League,Netherlands,Anwar El Ghazi,Right Winger,4,2019/2020,True,2019,24,0,0,1,0,28.9,30,7752,171,3,0,18,7.1,6.8,67,16,0,0,0,0,18,0,91519,3,1,35,1,7436,12716,5280,55,1
Aston Villa,9/10/1995,1/12/2020 4:30:00 PM,Premier League,England,Jack Grealish,Left Winger,4,2019/2020,True,2019,23,0,0,2,0,15.8,29,9437,211,6,0,22,3.2,4.4,90,11,0,0,0,0,22,0,1358593,6,1,12,1,167332,234279,66947,64,1
West Ham United,9/7/1987,8/31/2019 2:00:00 PM,Premier League,Scotland,Robert Snodgrass,Right Winger,4,2019/2020,True,2019,31,0,0,-1,0,16.2,393,1621,40,0,0,4,4.1,4,19,14,0,0,0,0,4,0,14817,0,2,21,0,-1991,348,2339,54,1
Tottenham Hotspur,10/8/1997,7/12/2020 3:30:00 PM,Premier League,Netherlands,Steven Bergwijn,Left Winger,4,2019/2020,True,2019,21,0,0,0,0,20.5,615,16434,348,0,0,44,2.5,2.2,8,1,0,0,0,0,44,0,77959,1,2,2,0,-18333,1397,19730,71,1
Leicester City,6/28/1996,9/21/2019 11:30:00 AM,Premier League,England,Demarai Gray,Left Winger,4,2019/2020,True,2019,23,0,0,0,0,0,175,2242,56,0,0,6,0,0,8,17,0,0,0,0,6,0,23399,1,2,0,0,-650,698,1348,53,1
Southampton FC,6/15/1998,12/4/2019 7:30:00 PM,Premier League,Mali,Moussa Djenepo,Left Winger,4,2019/2020,True,2019,21,0,0,-1,0,2,438,6453,150,1,0,15,1,3,71,14,0,0,0,0,15,0,11210,1,2,5,1,1522,1825,303,52,1
Manchester City,12/8/1994,11/2/2019 3:00:00 PM,Premier League,England,Raheem Sterling,Left Winger,4,2019/2020,True,2019,24,0,0,2,0,49.6,214,4689,107,1,0,11,10.8,12.6,90,16,0,0,0,0,11,0,2776202,1,2,46,1,99209,135057,35848,121,1
Southampton FC,3/6/1994,11/30/2019 5:30:00 PM,Premier League,England,Nathan Redmond,Left Winger,4,2019/2020,True,2019,25,0,0,-1,0,3.4,320,6007,138,1,0,14,2.2,1.2,56,18,0,0,0,0,14,0,45776,1,2,17,0,725,2214,1489,62,1
Arsenal FC,5/29/1995,11/23/2019 3:00:00 PM,Premier League,Cote d'Ivoire,Nicolas Pépé,Right Winger,4,2019/2020,True,2019,24,0,0,-3,0,1.7,488,5560,121,1,0,13,1.2,4.2,45,16,0,0,0,0,13,0,190742,2,2,6,0,-18319,5389,23708,92,1
Leicester City,11/23/1996,2/1/2020 12:30:00 PM,Premier League,England,James Maddison,Attacking Midfield,4,2019/2020,True,2019,22,0,0,20,0,65.8,171,11039,244,2,0,25,10.3,21.4,90,6,0,0,0,0,25,0,1727773,2,2,16,1,-97859,74402,172261,76,1
Norwich City,2/9/1991,8/24/2019 11:30:00 AM,Premier League,Germany,Marco Stiepermann,Attacking Midfield,4,2019/2020,True,2019,28,0,0,1,0,1.6,285,1109,26,3,0,3,0.1,0,80,6,0,0,0,0,3,0,8656,3,2,0,1,-702,783,1485,55,1
Burnley FC,4/16/1987,2/22/2020 3:00:00 PM,Premier League,England,Aaron Lennon,Right Winger,4,2019/2020,True,2019,32,0,0,-1,0,0.3,430,11819,262,0,0,27,0,0,8,3,0,0,0,0,27,0,6380,0,3,0,0,-6,134,140,46,1
West Ham United,2/15/1993,7/1/2020 7:15:00 PM,Premier League,Argentina,Manuel Lanzini,Attacking Midfield,4,2019/2020,True,2019,26,0,0,0,0,2.3,391,14710,320,1,0,41,1,3.4,67,6,0,0,0,0,41,0,51635,2,3,4,1,-177,83,260,61,1
Sheffield United,6/4/1996,1/21/2020 7:30:00 PM,Premier League,Scotland,Oliver McBurnie,Centre-Forward,5,2019/2020,True,2019,23,0,0,2,0,6,501,10689,236,1,0,24,2.8,11.2,90,11,0,0,0,0,24,0,14206,1,0,11,1,404,1689,1285,57,1
Sheffield United,2/5/1986,12/5/2019 7:30:00 PM,Premier League,England,Billy Sharp,Centre-Forward,5,2019/2020,True,2019,33,0,0,4,0,32.8,298,6190,145,1,0,15,5,3.4,62,13,0,0,0,0,15,0,23026,2,0,14,1,-268,242,510,57,1
Leicester City,1/11/1987,7/26/2020 3:00:00 PM,Premier League,England,Jamie Vardy,Centre-Forward,5,2019/2020,True,2019,32,0,0,-2,0,0.8,166,17799,376,2,0,47,0.9,0,90,12,0,0,0,0,47,0,2039465,2,0,12,1,-112613,33299,145912,97,1
West Ham United,3/28/1990,6/20/2020 4:30:00 PM,Premier League,England,Michail Antonio,Centre-Forward,5,2019/2020,True,2019,29,0,0,-1,0,3.1,389,13681,300,2,0,39,0.2,0,90,20,0,0,0,0,39,0,57924,2,0,1,1,-4013,2733,6746,69,1
Watford FC,6/26/1991,11/23/2019 3:00:00 PM,Premier League,England,Andre Gray,Centre-Forward,5,2019/2020,True,2019,28,0,0,-3,0,2.1,364,5253,129,1,0,13,0.2,0,55,5,0,0,0,0,13,0,30944,3,0,2,0,717,2031,1314,57,1
West Ham United,3/28/1990,7/26/2020 3:00:00 PM,Premier League,England,Michail Antonio,Centre-Forward,5,2019/2020,True,2019,29,0,0,-6,0,1.4,389,17930,380,0,0,47,0,0,45,2,0,0,0,0,47,0,480891,1,1,4,0,127752,144470,16718,71,1
AFC Bournemouth,2/27/1992,12/26/2019 3:00:00 PM,Premier League,England,Callum Wilson,Centre-Forward,5,2019/2020,True,2019,27,0,0,3,0,11.2,67,7943,182,1,0,19,2,0,90,1,0,0,0,0,19,0,343146,1,1,9,1,-3649,4142,7791,74,1
Crystal Palace,12/3/1990,12/16/2019 7:45:00 PM,Premier League,Belgium,Christian Benteke,Centre-Forward,5,2019/2020,True,2019,28,0,0,-1,0,18.5,129,7061,164,1,0,17,10.6,12.2,90,4,0,0,0,0,17,0,40572,1,1,75,1,-595,492,1087,57,1
Brighton & Hove Albion,8/14/1996,1/1/2020 12:30:00 PM,Premier League,France,Neal Maupay,Centre-Forward,5,2019/2020,True,2019,22,0,0,-3,0,16.6,502,9089,202,1,0,21,5.8,6.8,90,6,0,0,0,0,21,0,157996,1,1,35,1,-2584,20754,23338,58,1
Everton FC,3/16/1997,7/9/2020 5:00:00 PM,Premier League,England,Dominic Calvert-Lewin,Centre-Forward,5,2019/2020,True,2019,22,0,0,1,0,0.6,147,15582,336,1,0,43,0.3,0,67,16,0,0,0,0,43,0,834667,1,1,6,1,-87823,28191,116014,64,1
Southampton FC,7/6/2000,2/15/2020 12:30:00 PM,Premier League,Ireland,Michael Obafemi,Centre-Forward,5,2019/2020,True,2019,18,0,0,-1,0,1.8,314,11577,259,0,0,26,0.2,0,17,5,0,0,0,0,26,0,13610,2,1,2,0,-41,232,273,49,1
Arsenal FC,5/28/1991,12/29/2019 2:00:00 PM,Premier League,France,Alexandre Lacazette,Centre-Forward,5,2019/2020,True,2019,28,0,0,2,0,2.8,12,8467,191,2,0,20,1.1,3.8,90,6,0,0,0,0,20,0,116844,2,1,4,1,-2285,1932,4217,93,1
Aston Villa,10/22/1989,12/21/2019 3:00:00 PM,Premier League,Cote d'Ivoire,Jonathan Kodjia,Centre-Forward,5,2019/2020,True,2019,29,0,0,1,0,10.7,26,7730,171,0,0,18,1.8,1.2,34,16,0,0,0,0,18,0,6731,3,1,6,0,151,318,167,54,1
Norwich City,3/29/1990,10/5/2019 2:00:00 PM,Premier League,Finland,Teemu Pukki,Centre-Forward,5,2019/2020,True,2019,29,0,0,3,0,31.1,278,3401,77,5,0,8,10.4,2.4,83,2,0,0,0,0,8,0,3058138,5,1,70,1,-29575,113232,142807,72,1
AFC Bournemouth,2/27/1992,2/1/2020 3:00:00 PM,Premier League,England,Callum Wilson,Centre-Forward,5,2019/2020,True,2019,27,0,0,1,0,11.5,67,10897,241,1,0,25,5.3,0,90,2,0,0,0,0,25,0,379495,1,2,44,1,41584,50403,8819,74,1
Watford FC,6/29/1988,1/1/2020 3:00:00 PM,Premier League,England,Troy Deeney,Centre-Forward,5,2019/2020,True,2019,31,0,0,2,0,23.7,362,9137,209,1,0,21,3.3,3.2,90,20,0,0,0,0,21,0,67555,1,2,6,1,20528,24696,4168,62,1
AFC Bournemouth,2/27/1992,2/29/2020 3:00:00 PM,Premier League,England,Callum Wilson,Centre-Forward,5,2019/2020,True,2019,27,0,0,1,0,2.4,67,12453,272,2,0,28,5.6,11.2,90,6,0,0,0,0,28,0,357440,2,2,42,1,-6845,5788,12633,74,1
Southampton FC,4/12/1996,1/18/2020 3:00:00 PM,Premier League,Poland,Jan Bednarek,Centre-Back,2,2019/2020,True,2019,23,0,0,16,0,0.6,307,9928,228,3,1,23,5.8,40.4,90,20,0,0,0,0,23,0,55988,3,2,17,6,3251,5399,2148,44,1
Watford FC,1/2/1994,2/1/2020 3:00:00 PM,Premier League,Italy,Adam Masina,Left-Back,2,2019/2020,True,2019,25,0,0,20,0,15.8,355,10834,249,3,1,25,8.8,51.6,90,8,0,0,0,0,25,0,9021,3,2,21,6,2195,3084,889,43,1
Norwich City,1/8/1992,9/14/2019 4:30:00 PM,Premier League,Scotland,Kenny McLean,Central Midfield,3,2019/2020,True,2019,27,0,0,37,0,1.1,286,1927,46,2,1,5,7.7,59.2,90,11,0,0,0,0,5,0,11129,2,3,17,6,-675,334,1009,49,1
Norwich City,2/27/1998,9/14/2019 4:30:00 PM,Premier League,England,Todd Cantwell,Left Midfield,3,2019/2020,True,2019,21,0,0,24,0,12.8,287,2094,46,2,1,5,9.2,46,90,11,0,0,0,0,5,0,1264977,2,3,33,6,177537,281589,104052,48,1
Aston Villa,9/10/1995,12/8/2019 2:00:00 PM,Premier League,England,Jack Grealish,Left Winger,4,2019/2020,True,2019,23,0,0,29,0,35.6,29,6785,151,4,1,16,12.6,49.4,90,9,0,0,0,0,16,0,417797,4,1,41,6,78105,88568,10463,60,1
Aston Villa,5/3/1995,1/12/2020 4:30:00 PM,Premier League,Netherlands,Anwar El Ghazi,Right Winger,4,2019/2020,True,2019,24,0,0,14,0,3.8,30,9604,211,6,1,22,8.2,29.4,90,11,0,0,0,0,22,0,70448,6,1,49,6,-11160,1645,12805,55,1
Chelsea FC,1/10/1999,12/4/2019 7:30:00 PM,Premier League,England,Mason Mount,Attacking Midfield,4,2019/2020,True,2019,20,0,0,24,0,8.2,463,6425,147,1,1,15,11.3,37.8,90,2,0,0,0,0,15,0,1961766,1,2,67,6,-162755,27206,189961,66,1
Manchester United,10/31/1997,11/10/2019 2:00:00 PM,Premier League,England,Marcus Rashford,Left Winger,4,2019/2020,True,2019,21,0,0,20,0,28,233,5060,115,1,1,12,16.2,41.6,90,4,0,0,0,0,12,0,948548,1,3,92,5,63961,95260,31299,85,1
West Ham United,6/22/1994,10/5/2019 4:30:00 PM,Premier League,France,Sébastien Haller,Centre-Forward,5,2019/2020,True,2019,25,0,0,21,0,3.9,457,3398,80,2,1,8,9.2,33.8,90,7,0,0,0,0,8,0,351938,2,1,54,5,3306,29254,25948,74,1
Everton FC,3/16/1997,1/21/2020 7:30:00 PM,Premier League,England,Dominic Calvert-Lewin,Centre-Forward,5,2019/2020,True,2019,22,0,0,26,0,38.1,147,10445,233,2,1,24,10.3,38.6,90,13,0,0,0,0,24,0,716299,2,2,26,5,174323,198320,23997,60,1
Arsenal FC,5/28/1991,9/1/2019 3:30:00 PM,Premier League,France,Alexandre Lacazette,Centre-Forward,5,2019/2020,True,2019,28,0,0,22,0,12.1,12,1283,31,2,1,4,12.2,40.6,66,17,0,0,0,0,4,0,201972,2,2,69,5,-24962,14586,39548,95,1
Sheffield United,6/4/1996,7/2/2020 5:00:00 PM,Premier League,Scotland,Oliver McBurnie,Centre-Forward,5,2019/2020,True,2019,23,0,0,23,0,12.5,501,14779,318,1,1,41,9.9,39.6,90,17,0,0,0,0,41,0,30497,1,3,47,5,-5676,544,6220,56,1
Arsenal FC,6/18/1989,9/22/2019 3:30:00 PM,Premier League,Gabon,Pierre-Emerick Aubameyang,Centre-Forward,5,2019/2020,True,2019,30,0,0,26,0,1.6,11,2471,51,2,1,6,9.5,34.6,90,2,0,0,0,0,6,0,1618723,2,3,59,5,117466,158891,41425,110,1
Norwich City,5/23/1989,12/28/2019 5:30:00 PM,Premier League,Bosnia-Herzegovina,Mario Vrancic,Central Midfield,3,2019/2020,True,2019,30,0,1,27,0,14.6,282,8551,197,1,1,20,6.5,43,74,17,0,0,0,0,20,0,4810,2,2,7,7,-23,42,65,62,1
Aston Villa,3/13/1993,1/21/2020 7:30:00 PM,Premier League,England,Tyrone Mings,Centre-Back,2,2019/2020,True,2019,26,0,2,24,0,10.7,445,10800,231,1,1,24,8.3,47.6,90,18,0,0,0,0,24,0,201331,1,2,25,9,-4071,2930,7001,45,1
Manchester City,10/24/1990,12/21/2019 5:30:00 PM,Premier League,Germany,Ilkay Gündogan,Central Midfield,3,2019/2020,True,2019,28,0,2,32,0,14.8,222,7659,175,1,1,18,7.2,37.6,78,9,0,0,0,0,18,0,89998,1,3,20,8,-971,1680,2651,52,1
Arsenal FC,5/29/1995,9/22/2019 3:30:00 PM,Premier League,Cote d'Ivoire,Nicolas Pépé,Right Winger,4,2019/2020,True,2019,24,0,2,30,0,61.8,488,2447,51,2,1,6,17.9,47,90,2,0,0,0,0,6,0,239513,2,3,70,8,-14143,14646,28789,94,1
Everton FC,3/16/1997,3/1/2020 2:00:00 PM,Premier League,England,Dominic Calvert-Lewin,Centre-Forward,5,2019/2020,True,2019,22,0,2,25,0,3.8,147,12429,274,1,1,28,11,42.6,90,12,0,0,0,0,28,0,1075097,1,1,64,7,121892,156503,34611,63,1
Wolverhampton Wanderers,5/5/1991,10/19/2019 2:00:00 PM,Premier League,Mexico,Raúl Jiménez,Centre-Forward,5,2019/2020,True,2019,28,0,2,26,0,3.6,409,3799,90,1,1,9,5.8,31,90,16,0,0,0,0,9,0,633193,1,1,23,7,49463,74527,25064,71,1
Newcastle United,11/11/1993,10/27/2019 2:00:00 PM,Premier League,England,Jamaal Lascelles,Centre-Back,2,2019/2020,True,2019,25,0,3,23,0,0.2,258,4077,96,1,1,10,7.6,38.8,90,20,0,0,0,0,10,0,333752,1,1,37,10,1196,8584,7388,44,1
Newcastle United,2/27/1992,12/8/2019 2:00:00 PM,Premier League,England,Jonjo Shelvey,Central Midfield,3,2019/2020,True,2019,27,0,3,26,0,46.6,269,6949,156,1,1,16,13.2,52,90,16,0,0,0,0,16,0,65305,1,2,33,9,33488,34952,1464,50,1
Arsenal FC,5/28/1991,11/23/2019 3:00:00 PM,Premier League,France,Alexandre Lacazette,Centre-Forward,5,2019/2020,True,2019,28,0,3,52,0,25.4,12,5242,121,2,2,13,16.6,80.2,90,16,0,0,0,0,13,0,135603,2,2,60,12,13878,20313,6435,93,1
Everton FC,3/16/1997,12/7/2019 12:30:00 PM,Premier League,England,Dominic Calvert-Lewin,Centre-Forward,5,2019/2020,True,2019,22,0,3,54,0,17.2,147,6743,154,1,2,16,18.8,79,90,6,0,0,0,0,16,0,61964,1,3,92,12,-2819,791,3610,57,1
Brighton & Hove Albion,11/21/1991,1/1/2020 12:30:00 PM,Premier League,England,Lewis Dunk,Centre-Back,2,2019/2020,True,2019,27,1,0,21,0,10.5,42,9319,202,1,0,21,5.2,32.8,90,6,0,0,0,0,21,0,952455,1,1,9,4,67501,93851,26350,47,1
Burnley FC,8/7/1988,7/26/2020 3:00:00 PM,Premier League,Netherlands,Erik Pieters,Left-Back,2,2019/2020,True,2019,30,1,0,23,0,30.9,447,17723,372,2,0,47,6.5,32.4,90,4,0,0,0,0,47,0,612589,2,1,2,3,139816,144388,4572,43,1
West Ham United,10/10/1992,10/5/2019 4:30:00 PM,Premier League,England,Ryan Fredericks,Right-Back,2,2019/2020,True,2019,26,1,0,22,0,57.3,380,3373,80,2,0,8,10,40.6,90,7,0,0,0,0,8,0,72194,2,1,2,3,25761,29701,3940,45,1
Brighton & Hove Albion,9/30/2000,7/8/2020 7:15:00 PM,Premier League,England,Tariq Lamptey,Right-Back,2,2019/2020,True,2019,18,1,0,21,0,14.5,586,15916,334,3,0,43,4.6,26.4,90,10,0,0,0,0,43,0,54267,3,1,5,3,18826,20778,1952,40,1
Chelsea FC,9/30/2000,7/8/2020 7:15:00 PM,Premier League,England,Tariq Lamptey,Right-Back,2,2019/2020,True,2019,18,1,0,21,0,14.5,586,15915,334,3,0,43,4.6,26.4,90,10,0,0,0,0,43,0,54267,3,1,5,3,18826,20778,1952,40,1
AFC Bournemouth,2/18/1995,7/1/2020 5:00:00 PM,Premier League,Netherlands,Nathan Aké,Centre-Back,2,2019/2020,True,2019,24,1,0,18,0,10.4,59,14764,313,4,0,41,4.4,26.4,90,13,0,0,0,0,41,0,494505,4,1,7,2,-1779,3056,4835,48,1
Newcastle United,2/21/1989,11/9/2019 3:00:00 PM,Premier League,Argentina,Federico Fernández,Centre-Back,2,2019/2020,True,2019,30,1,0,14,0,1,254,4926,116,1,0,12,5.7,33,90,3,0,0,0,0,12,0,12568,1,2,23,4,1530,1928,398,44,1
Burnley FC,9/21/1989,1/19/2020 2:00:00 PM,Premier League,England,Ben Mee,Centre-Back,2,2019/2020,True,2019,29,1,0,14,0,0.8,83,10056,223,1,0,23,5.2,12.2,90,9,0,0,0,0,23,0,58344,1,2,39,4,-2819,673,3492,50,1
Wolverhampton Wanderers,3/26/1990,9/14/2019 2:00:00 PM,Premier League,Morocco,Romain Saïss,Centre-Back,2,2019/2020,True,2019,29,1,0,17,0,0.8,407,2054,50,5,0,5,2.8,10.4,90,6,0,0,0,0,5,0,25979,5,2,17,2,6766,11360,4594,44,1
Liverpool FC,10/7/1998,12/4/2019 8:15:00 PM,Premier League,England,Trent Alexander-Arnold,Right-Back,2,2019/2020,True,2019,20,1,0,24,0,12,182,6555,149,2,0,15,4.6,33.6,82,8,0,0,0,0,15,0,2164018,2,5,0,3,51053,61755,10702,72,1
Burnley FC,1/31/1992,12/3/2019 8:15:00 PM,Premier League,Ireland,Jeff Hendrick,Central Midfield,3,2019/2020,True,2019,27,1,0,15,0,11.7,100,6345,142,4,0,15,4.1,20.8,90,11,0,0,0,0,15,0,9631,4,1,8,4,-437,174,611,54,1
Norwich City,1/8/1992,12/1/2019 2:00:00 PM,Premier League,Scotland,Kenny McLean,Central Midfield,3,2019/2020,True,2019,27,1,0,12,0,18.2,286,5922,137,2,0,14,9.1,28.2,90,1,0,0,0,0,14,0,12687,2,2,45,4,-188,275,463,49,1
Southampton FC,11/1/1994,1/18/2020 3:00:00 PM,Premier League,England,James Ward-Prowse,Central Midfield,3,2019/2020,True,2019,24,1,0,19,0,26.5,321,10253,228,3,0,23,4.1,14,90,20,0,0,0,0,23,0,126554,3,2,0,4,-3266,11525,14791,58,1
Sheffield United,2/18/1994,11/24/2019 4:30:00 PM,Premier League,England,John Lundstram,Central Midfield,3,2019/2020,True,2019,25,1,0,12,0,7.3,297,5449,128,3,0,13,5.7,7.6,90,12,0,0,0,0,13,0,3049292,3,3,42,3,186887,201114,14227,49,1
Manchester United,10/31/1997,9/30/2019 7:00:00 PM,Premier League,England,Marcus Rashford,Left Winger,4,2019/2020,True,2019,21,1,0,14,0,23.1,233,2834,67,1,0,7,8.2,20.4,90,1,0,0,0,0,7,0,768173,1,1,38,4,-459532,3600,463132,84,1
Southampton FC,9/17/1993,11/9/2019 3:00:00 PM,Premier League,Morocco,Sofiane Boufal,Left Winger,4,2019/2020,True,2019,25,1,0,4,0,1.1,508,5179,118,1,0,12,2.1,8.8,45,8,0,0,0,0,12,0,8417,2,1,11,3,-588,165,753,55,1
West Ham United,9/7/1987,11/23/2019 12:30:00 PM,Premier League,Scotland,Robert Snodgrass,Right Winger,4,2019/2020,True,2019,31,1,0,16,0,67.7,393,5597,130,3,0,13,10,29.2,90,17,0,0,0,0,13,0,28731,3,2,3,4,6776,10664,3888,52,1
Manchester City,6/28/1991,12/21/2019 5:30:00 PM,Premier League,Belgium,Kevin De Bruyne,Attacking Midfield,4,2019/2020,True,2019,28,1,0,28,0,86.6,215,7761,175,1,0,18,19.1,48.8,90,9,0,0,0,0,18,0,3240793,1,3,56,4,425666,442475,16809,103,1
Manchester United,1/1/1996,12/26/2019 5:30:00 PM,Premier League,Brazil,Andreas Pereira,Attacking Midfield,4,2019/2020,True,2019,23,1,0,17,0,27.1,246,8100,187,1,0,19,5.8,20.2,90,13,0,0,0,0,19,0,32119,1,4,11,4,-2228,224,2452,49,1
Brighton & Hove Albion,8/14/1996,1/18/2020 3:00:00 PM,Premier League,France,Neal Maupay,Centre-Forward,5,2019/2020,True,2019,22,1,0,9,0,13,502,10052,222,1,0,23,9.6,18,90,2,0,0,0,0,23,0,182337,1,1,65,4,19314,43029,23715,59,1
Sheffield United,2/8/1996,2/9/2020 2:00:00 PM,Premier League,France,Lys Mousset,Centre-Forward,5,2019/2020,True,2019,23,1,0,9,0,10.6,70,11563,258,0,0,26,4.7,16.4,16,3,0,0,0,0,26,0,186587,1,2,20,3,-6195,10023,16218,46,1
Newcastle United,10/17/1990,7/5/2020 1:15:00 PM,Premier League,England,Dwight Gayle,Centre-Forward,5,2019/2020,True,2019,28,1,0,17,0,22.5,554,15059,326,2,0,42,6.2,24.2,69,19,0,0,0,0,42,0,37801,2,2,15,4,22569,24852,2283,50,1
Brighton & Hove Albion,6/12/1989,12/8/2019 4:30:00 PM,Premier League,England,Dale Stephens,Central Midfield,3,2019/2020,True,2019,30,1,1,27,0,14.3,57,6643,153,2,0,16,5.2,35,90,20,0,0,0,0,16,0,171141,2,2,3,5,-1581,4153,5734,44,1
Everton FC,7/20/1993,7/9/2020 5:00:00 PM,Premier League,France,Lucas Digne,Left-Back,2,2019/2020,True,2019,25,1,2,24,0,46.5,141,15747,336,1,0,43,10.8,42.6,90,16,0,0,0,0,43,0,880387,1,1,19,6,35206,40881,5675,57,1
